species,threshold,accuracy,sensitivity,specificity,tss
angelana,0.75,0.998812351543943,1,0.998811998811999,0.998811998811999
angelana,0.95,0.997624703087886,1,0.997623997623998,0.997623997623998
angelana,0.05,1,1,1,1
angelana,0.25,0.999406175771972,1,0.999405999405999,0.999405999405999
angelana,0.5,0.999109263657957,1,0.999108999108999,0.999108999108999
angelana,0.75,0.998812351543943,1,0.998811998811999,0.998811998811999
angelana,0.95,0.997624703087886,1,0.997623997623998,0.997623997623998
angelana,0.05,1,1,1,1
angelana,0.25,0.999406175771972,1,0.999405999405999,0.999405999405999
angelana,0.5,0.999406175771972,1,0.999405999405999,0.999405999405999
angelana,0.75,0.998812351543943,1,0.998811998811999,0.998811998811999
angelana,0.95,0.9979216152019,1,0.997920997920998,0.997920997920998
angelana,0.05,1,1,1,1
angelana,0.25,0.999406175771972,1,0.999405999405999,0.999405999405999
angelana,0.5,0.999109263657957,1,0.999108999108999,0.999108999108999
angelana,0.75,0.998812351543943,1,0.998811998811999,0.998811998811999
angelana,0.95,0.997624703087886,1,0.997623997623998,0.997623997623998
argyrophylla,0.05,0.967722289890378,0.230769230769231,0.976579352850539,0.20734858361977
argyrophylla,0.25,0.858404384896468,0.615384615384615,0.861325115562404,0.476709730947019
argyrophylla,0.5,0.619366626065773,0.871794871794872,0.61633281972265,0.488127691517522
argyrophylla,0.75,0.349269183922046,0.948717948717949,0.342064714946071,0.29078266366402
argyrophylla,0.95,0.172655298416565,0.974358974358974,0.163020030816641,0.137379005175615
argyrophylla,0.05,0.966504263093788,0.435897435897436,0.972881355932203,0.408778791829639
argyrophylla,0.25,0.781973203410475,0.666666666666667,0.783359013867488,0.450025680534155
argyrophylla,0.5,0.544762484774665,0.871794871794872,0.540832049306626,0.412626921101497
argyrophylla,0.75,0.30237515225335,0.948717948717949,0.294607087827427,0.243325036545375
argyrophylla,0.95,0.150426309378806,1,0.140215716486903,0.140215716486903
argyrophylla,0.05,0.971985383678441,0.179487179487179,0.981510015408321,0.1609971948955
argyrophylla,0.25,0.901035322777101,0.256410256410256,0.908782742681048,0.165192999091304
argyrophylla,0.5,0.780146163215591,0.641025641025641,0.781818181818182,0.422843822843823
argyrophylla,0.75,0.504872107186358,0.923076923076923,0.499845916795069,0.422922839871992
argyrophylla,0.95,0.202801461632156,0.974358974358974,0.193528505392912,0.167887479751886
atlantica,0.05,0.989859827020579,0,0.991930663478781,-0.00806933652121933
atlantica,0.25,0.968684759916493,0.142857142857143,0.970412432755529,0.113269575612672
atlantica,0.5,0.943036087086191,0.428571428571429,0.944112372982666,0.372683801554094
atlantica,0.75,0.908738443185207,0.571428571428571,0.909444112372983,0.480872683801554
atlantica,0.95,0.858634059051596,1,0.85833831440526,0.85833831440526
atlantica,0.05,0.996420047732697,0,0.998206814106396,-0.00179318589360433
atlantica,0.25,0.987171837708831,0,0.988942020322773,-0.0110579796772265
atlantica,0.5,0.966288782816229,0.166666666666667,0.967722653915123,0.134389320581789
atlantica,0.75,0.943019093078759,0.5,0.943813508667065,0.443813508667065
atlantica,0.95,0.913782816229117,0.5,0.914524805738195,0.414524805738195
atlantica,0.05,0.996719355800775,0.142857142857143,0.998505678421996,0.141362821279139
atlantica,0.25,0.979719654041157,0.285714285714286,0.981171548117155,0.26688583383144
atlantica,0.5,0.950193856248136,0.571428571428571,0.950986252241482,0.522414823670054
atlantica,0.75,0.914106770056666,0.714285714285714,0.914524805738195,0.628810520023909
atlantica,0.95,0.856844616761109,0.857142857142857,0.856843992827256,0.713986849970114
baumgratziana,0.05,0.984514592019059,0.25,0.985390578413834,0.235390578413834
baumgratziana,0.25,0.954139368671828,0.25,0.954979129397734,0.204979129397734
baumgratziana,0.5,0.892197736748064,1,0.892069171138939,0.892069171138939
baumgratziana,0.75,0.801369863013699,1,0.80113297555158,0.80113297555158
baumgratziana,0.95,0.64145324597975,0.75,0.641323792486583,0.391323792486583
baumgratziana,0.05,0.986305448050015,0.2,0.987477638640429,0.187477638640429
baumgratziana,0.25,0.930931824947901,0.6,0.931425163983304,0.531425163983304
baumgratziana,0.5,0.862756772849062,0.6,0.863148479427549,0.463148479427549
baumgratziana,0.75,0.754688895504614,0.6,0.754919499105546,0.354919499105546
baumgratziana,0.95,0.610300684727597,1,0.609719737626714,0.609719737626714
baumgratziana,0.05,0.991066110780226,0.25,0.991949910554562,0.241949910554562
baumgratziana,0.25,0.962775461584276,0.25,0.963625521765057,0.213625521765057
baumgratziana,0.5,0.935080405002978,0.5,0.935599284436494,0.435599284436494
baumgratziana,0.75,0.908576533650983,0.75,0.908765652951699,0.658765652951699
baumgratziana,0.95,0.872543180464562,0.75,0.872689326177698,0.622689326177698
brunnea,0.05,0.969543147208122,0,0.971283278492372,-0.0287167215076278
brunnea,0.25,0.873096446700508,0.166666666666667,0.874364343404128,0.0410310100707947
brunnea,0.5,0.776649746192893,0.5,0.777146275800179,0.277146275800179
brunnea,0.75,0.69244550612123,0.666666666666667,0.692491773855818,0.359158440522485
brunnea,0.95,0.588235294117647,1,0.587496260843554,0.587496260843554
brunnea,0.05,0.971940298507463,0,0.973975471133712,-0.0260245288662878
brunnea,0.25,0.897910447761194,0.571428571428571,0.898594077176189,0.47002264860476
brunnea,0.5,0.822089552238806,0.571428571428571,0.822614418187257,0.394042989615828
brunnea,0.75,0.743880597014925,0.571428571428571,0.744241699072689,0.315670270501261
brunnea,0.95,0.649253731343284,0.714285714285714,0.649117559078672,0.363403273364386
brunnea,0.05,0.970140340400119,0,0.971881543523781,-0.0281184564762189
brunnea,0.25,0.893401015228426,0.5,0.894107089440622,0.394107089440622
brunnea,0.5,0.801134667064795,0.833333333333333,0.801076877056536,0.634410210389869
brunnea,0.75,0.716930426993132,1,0.716422375112175,0.716422375112175
brunnea,0.95,0.618990743505524,0.833333333333333,0.618606042476817,0.451939375810151
budlejoides,0.05,0.946856969328879,0.147058823529412,0.955200981896287,0.102259805425699
budlejoides,0.25,0.843911327057394,0.411764705882353,0.84841976066278,0.260184466545133
budlejoides,0.5,0.765259641664136,0.647058823529412,0.766492789199141,0.413551612728553
budlejoides,0.75,0.628302459763134,0.852941176470588,0.625958883092973,0.478900059563562
budlejoides,0.95,0.457333738232615,0.941176470588235,0.452285977293648,0.393462447881884
budlejoides,0.05,0.951397326852977,0.181818181818182,0.959189935563056,0.141008117381238
budlejoides,0.25,0.827156743620899,0.696969696969697,0.828474992328935,0.525444689298632
budlejoides,0.5,0.699878493317132,0.909090909090909,0.697760049094814,0.606850958185723
budlejoides,0.75,0.552855407047388,0.96969696969697,0.548634550475606,0.518331520172576
budlejoides,0.95,0.371810449574727,1,0.365449524393986,0.365449524393986
budlejoides,0.05,0.932584269662921,0.352941176470588,0.938631482049708,0.291572658520297
budlejoides,0.25,0.78013969025205,0.794117647058823,0.779993863148205,0.574111510207028
budlejoides,0.5,0.675675675675676,0.882352941176471,0.673519484504449,0.55587242568092
budlejoides,0.75,0.540540540540541,0.941176470588235,0.536360846885548,0.477537317473783
budlejoides,0.95,0.363802004251442,0.941176470588235,0.357778459650199,0.298954930238435
burchellii,0.05,0.978877489438745,0.521739130434783,0.982072318444242,0.503811448879025
burchellii,0.25,0.952021726010863,0.826086956521739,0.952901853539957,0.778988810061697
burchellii,0.5,0.904345202172601,0.826086956521739,0.904892130051656,0.730979086573395
burchellii,0.75,0.839167169583585,0.91304347826087,0.838650865998177,0.751694344259046
burchellii,0.95,0.732951116475558,1,0.731084776663628,0.731084776663628
burchellii,0.05,0.980084490042245,0.347826086956522,0.984503190519599,0.332329277476121
burchellii,0.25,0.964393482196741,0.521739130434783,0.9674870859921,0.489226216426882
burchellii,0.5,0.945383222691611,0.608695652173913,0.947736250379824,0.556431902553737
burchellii,0.75,0.892275196137598,0.652173913043478,0.893953205712549,0.546127118756028
burchellii,0.95,0.81985515992758,0.695652173913043,0.820723184442419,0.516375358355462
burchellii,0.05,0.974351237175619,0.260869565217391,0.979337587359465,0.240207152576856
burchellii,0.25,0.95835847917924,0.608695652173913,0.960802187784868,0.569497839958781
burchellii,0.5,0.910681955340978,0.826086956521739,0.911273169249468,0.737360125771207
burchellii,0.75,0.831019915509958,0.91304347826087,0.830446672743847,0.743490151004716
burchellii,0.95,0.705190102595051,0.91304347826087,0.703737465815861,0.616780944076731
capixaba,0.05,0.999107939339875,1,0.999107674003569,0.999107674003569
capixaba,0.25,0.9964317573595,1,0.996430696014277,0.996430696014277
capixaba,0.5,0.992268807612251,1,0.992266508030934,0.992266508030934
capixaba,0.75,0.984537615224502,1,0.984533016061868,0.984533016061868
capixaba,0.95,0.973535533749628,1,0.973527662105889,0.973527662105889
capixaba,0.05,0.999702646446625,0,1,0
capixaba,0.25,0.997918525126375,0,0.998215348007139,-0.00178465199286137
capixaba,0.5,0.99702646446625,0,0.997323022010708,-0.00267697798929212
capixaba,0.75,0.9964317573595,0,0.996728138013087,-0.00327186198691254
capixaba,0.95,0.992863514719001,0,0.993158834027365,-0.00684116597263529
capixaba,0.05,0.999107939339875,0,0.99940511600238,-0.000594883997620421
capixaba,0.25,0.996729110912875,1,0.996728138013087,0.996728138013087
capixaba,0.5,0.991674100505501,1,0.991671624033314,0.991671624033314
capixaba,0.75,0.985727029438002,1,0.985722784057109,0.985722784057109
capixaba,0.95,0.974724947963128,1,0.97471743010113,0.97471743010113
capixaba,0.05,0.9988105857865,1,0.998810232004759,0.998810232004759
capixaba,0.25,0.99702646446625,1,0.997025580011898,0.997025580011898
capixaba,0.5,0.992268807612251,1,0.992266508030934,0.992266508030934
capixaba,0.75,0.985132322331252,1,0.985127900059488,0.985127900059488
capixaba,0.95,0.971751412429379,1,0.971743010113028,0.971743010113028
capixaba,0.05,0.999107939339875,0,0.99940511600238,-0.000594883997620421
capixaba,0.25,0.99583705025275,1,0.995835812016657,0.995835812016657
capixaba,0.5,0.992566161165626,1,0.992563950029744,0.992563950029744
capixaba,0.75,0.984240261671127,1,0.984235574063058,0.984235574063058
capixaba,0.95,0.971454058876004,1,0.971445568114218,0.971445568114218
capixaba,0.05,0.999107939339875,0,0.99940511600238,-0.000594883997620421
capixaba,0.25,0.99702646446625,1,0.997025580011898,0.997025580011898
capixaba,0.5,0.992566161165626,1,0.992563950029744,0.992563950029744
capixaba,0.75,0.985429675884627,1,0.985425342058299,0.985425342058299
capixaba,0.95,0.974427594409753,1,0.97441998810232,0.97441998810232
capixaba,0.05,0.9988105857865,1,0.998810232004759,0.998810232004759
capixaba,0.25,0.996134403806126,1,0.996133254015467,0.996133254015467
capixaba,0.5,0.991674100505501,1,0.991671624033314,0.991671624033314
capixaba,0.75,0.984834968777877,1,0.984830458060678,0.984830458060678
capixaba,0.95,0.972346119536128,1,0.972337894110648,0.972337894110648
capixaba,0.05,0.9988105857865,0,0.999107674003569,-0.000892325996430743
capixaba,0.25,0.996729110912875,1,0.996728138013087,0.996728138013087
capixaba,0.5,0.992863514719001,1,0.992861392028554,0.992861392028554
capixaba,0.75,0.985429675884627,1,0.985425342058299,0.985425342058299
capixaba,0.95,0.971751412429379,1,0.971743010113028,0.971743010113028
capixaba,0.05,0.998513232233125,1,0.998512790005949,0.998512790005949
capixaba,0.25,0.99702646446625,1,0.997025580011898,0.997025580011898
capixaba,0.5,0.992566161165626,1,0.992563950029744,0.992563950029744
capixaba,0.75,0.984537615224502,1,0.984533016061868,0.984533016061868
capixaba,0.95,0.972643473089503,1,0.972635336109459,0.972635336109459
capixaba,0.05,0.9988105857865,1,0.998810232004759,0.998810232004759
capixaba,0.25,0.996729110912875,1,0.996728138013087,0.996728138013087
capixaba,0.5,0.991376746952126,1,0.991374182034503,0.991374182034503
capixaba,0.75,0.983645554564377,1,0.983640690065437,0.983640690065437
capixaba,0.95,0.971454058876004,1,0.971445568114218,0.971445568114218
capixaba,0.05,0.999107939339875,0,0.99940511600238,-0.000594883997620421
capixaba,0.25,0.997323818019625,1,0.997323022010708,0.997323022010708
capixaba,0.5,0.992566161165626,1,0.992563950029744,0.992563950029744
capixaba,0.75,0.985727029438002,1,0.985722784057109,0.985722784057109
capixaba,0.95,0.974724947963128,1,0.97471743010113,0.97471743010113
capixaba,0.05,0.998513232233125,1,0.998512790005949,0.998512790005949
capixaba,0.25,0.99702646446625,1,0.997025580011898,0.997025580011898
capixaba,0.5,0.992566161165626,1,0.992563950029744,0.992563950029744
capixaba,0.75,0.985132322331252,1,0.985127900059488,0.985127900059488
capixaba,0.95,0.971751412429379,1,0.971743010113028,0.971743010113028
capixaba,0.05,0.999107939339875,0,0.99940511600238,-0.000594883997620421
capixaba,0.25,0.9964317573595,1,0.996430696014277,0.996430696014277
capixaba,0.5,0.992566161165626,1,0.992563950029744,0.992563950029744
capixaba,0.75,0.985132322331252,1,0.985127900059488,0.985127900059488
capixaba,0.95,0.973832887303003,1,0.9738251041047,0.9738251041047
capixaba,0.05,0.998513232233125,0,0.998810232004759,-0.00118976799524095
capixaba,0.25,0.996134403806126,1,0.996133254015467,0.996133254015467
capixaba,0.5,0.991376746952126,1,0.991374182034503,0.991374182034503
capixaba,0.75,0.984834968777877,1,0.984830458060678,0.984830458060678
capixaba,0.95,0.972346119536128,1,0.972337894110648,0.972337894110648
capixaba,0.05,0.9988105857865,1,0.998810232004759,0.998810232004759
capixaba,0.25,0.997621171573,1,0.997620464009518,0.997620464009518
capixaba,0.5,0.992268807612251,1,0.992266508030934,0.992266508030934
capixaba,0.75,0.985429675884627,1,0.985425342058299,0.985425342058299
capixaba,0.95,0.970561998215879,1,0.970553242117787,0.970553242117787
castaneiflora,0.05,0.990161001788909,0.4,0.991042102120036,0.391042102120036
castaneiflora,0.25,0.960644007155635,0.6,0.961182442520155,0.561182442520155
castaneiflora,0.5,0.924865831842576,0.6,0.925350851000299,0.525350851000299
castaneiflora,0.75,0.875372689326178,0.6,0.875783816064497,0.475783816064497
castaneiflora,0.95,0.816636851520572,1,0.816363093460735,0.816363093460735
castaneiflora,0.05,0.993438711601551,0,0.994625261272021,-0.00537473872797856
castaneiflora,0.25,0.979719654041157,0.25,0.980591221260078,0.230591221260078
castaneiflora,0.5,0.955562183119594,0.25,0.956404896984174,0.206404896984174
castaneiflora,0.75,0.929317029525798,0.5,0.929829799940281,0.429829799940281
castaneiflora,0.95,0.885475693408888,0.75,0.885637503732457,0.635637503732457
castaneiflora,0.05,0.989266547406082,0,0.990743505524037,-0.009256494475963
castaneiflora,0.25,0.957066189624329,0,0.958495073156166,-0.041504926843834
castaneiflora,0.5,0.904591532498509,0.4,0.905344879068379,0.305344879068379
castaneiflora,0.75,0.859272510435301,1,0.859062406688564,0.859062406688564
castaneiflora,0.95,0.784436493738819,1,0.784114661092864,0.784114661092864
chrysophylla,0.05,0.948255114320096,0.0952380952380952,0.953678474114441,0.0489165693525366
chrysophylla,0.25,0.829723225030084,0.714285714285714,0.830457160157433,0.544742874443147
chrysophylla,0.5,0.615222623345367,0.952380952380952,0.613079019073569,0.565459971454522
chrysophylla,0.75,0.424488567990373,1,0.420829548894944,0.420829548894944
chrysophylla,0.95,0.259025270758123,1,0.254314259763851,0.254314259763851
chrysophylla,0.05,0.955762864881131,0.05,0.961247350893127,0.0112473508931274
chrysophylla,0.25,0.838699969906711,0.5,0.840750832576446,0.340750832576446
chrysophylla,0.5,0.704784832982245,0.65,0.705116560702392,0.355116560702392
chrysophylla,0.75,0.526933493830876,0.95,0.524371783227369,0.474371783227369
chrysophylla,0.95,0.356906409870599,1,0.353012412957917,0.353012412957917
chrysophylla,0.05,0.942839951865223,0.142857142857143,0.94792612776264,0.0907832706197829
chrysophylla,0.25,0.795427196149218,0.523809523809524,0.797154102331214,0.320963626140738
chrysophylla,0.5,0.582731648616125,0.761904761904762,0.581592491674236,0.343497253578997
chrysophylla,0.75,0.434416365824308,1,0.43082046624281,0.43082046624281
chrysophylla,0.95,0.305054151624549,1,0.30063578564941,0.30063578564941
cinerascens,0.05,0.959190129705789,0.193877551020408,0.983676134508652,0.17755368552906
cinerascens,0.25,0.934514394179057,0.428571428571429,0.950701926216128,0.379273354787556
cinerascens,0.5,0.877254033533692,0.826530612244898,0.878876918054195,0.705407530299093
cinerascens,0.75,0.75482442265106,0.959183673469388,0.748285994123408,0.707469667592796
cinerascens,0.95,0.605820942739639,1,0.593209271955599,0.593209271955599
cinerascens,0.05,0.956329113924051,0.206185567010309,0.980084884100555,0.186270451110864
cinerascens,0.25,0.916772151898734,0.608247422680412,0.926542605288932,0.534790027969345
cinerascens,0.5,825,0.907216494845361,0.82239634345413,0.729612838299491
cinerascens,0.75,725,0.989690721649485,0.716617695070193,0.706308416719677
cinerascens,0.95,0.595253164556962,1,0.582435520731309,0.582435520731309
cinerascens,0.05,0.962986396709902,0.204081632653061,0.987267384916748,0.191349017569809
cinerascens,0.25,0.932932616260677,0.540816326530612,0.945478289258897,0.486294615789509
cinerascens,0.5,0.856690920594748,0.775510204081633,0.859288279464577,0.63479848354621
cinerascens,0.75,0.765264156912369,0.897959183673469,0.76101860920666,0.658977792880129
cinerascens,0.95,0.667193925972793,0.969387755102041,0.657525301991512,0.626913057093552
cipoensis,0.05,0.9988105857865,0,0.999702380952381,-0.000297619047619047
cipoensis,0.25,0.997918525126375,0,0.998809523809524,-0.00119047619047619
cipoensis,0.5,0.997621171573,0.666666666666667,0.997916666666667,0.664583333333333
cipoensis,0.75,0.994647636039251,0.666666666666667,0.994940476190476,0.661607142857143
cipoensis,0.95,0.990187332738626,0.666666666666667,0.990476190476191,0.657142857142857
cipoensis,0.05,0.999107674003569,0,0.999702380952381,-0.000297619047619047
cipoensis,0.25,0.997620464009518,0,0.998214285714286,-0.00178571428571428
cipoensis,0.5,0.995538370017847,0,0.996130952380952,-0.00386904761904761
cipoensis,0.75,0.992563950029744,0,0.993154761904762,-0.00684523809523807
cipoensis,0.95,0.988994646044021,1,0.988988095238095,0.988988095238095
cipoensis,0.05,0.998513232233125,0.333333333333333,0.999107142857143,0.332440476190476
cipoensis,0.25,0.995242343146001,0.333333333333333,0.995833333333333,0.329166666666667
cipoensis,0.5,0.992268807612251,0.666666666666667,0.992559523809524,0.65922619047619
cipoensis,0.75,0.988403211418377,0.666666666666667,0.988690476190476,0.655357142857143
cipoensis,0.95,0.982456140350877,1,0.982440476190476,0.982440476190476
corallina,0.05,0.9847533632287,0.3,0.986806596701649,0.286806596701649
corallina,0.25,0.959342301943199,0.5,0.96071964017991,0.46071964017991
corallina,0.5,0.913602391629297,0.7,0.91424287856072,0.61424287856072
corallina,0.75,0.855306427503737,0.8,0.855472263868066,0.655472263868066
corallina,0.95,0.751270553064275,0.8,0.751124437781109,0.55112443778111
corallina,0.05,0.978176382660688,0.5,0.979610194902549,0.479610194902549
corallina,0.25,0.937518684603886,0.8,0.937931034482759,0.737931034482759
corallina,0.5,0.855904334828102,0.9,0.855772113943028,0.755772113943028
corallina,0.75,0.754260089686099,1,0.75352323838081,0.75352323838081
corallina,0.95,0.62780269058296,1,0.626686656671664,0.626686656671664
corallina,0.05,0.981464872944694,0,0.984407796101949,-0.0155922038980509
corallina,0.25,0.954260089686099,0.2,0.956521739130435,0.156521739130435
corallina,0.5,0.916591928251121,0.6,0.917541229385307,0.517541229385307
corallina,0.75,0.839760837070254,0.8,0.839880059970015,0.639880059970015
corallina,0.95,0.715695067264574,0.9,0.715142428785607,0.615142428785607
cowanii,0.05,0.98411747078214,0.357142857142857,0.986758952753536,0.343901809896393
cowanii,0.25,0.963440215762661,0.571428571428571,0.965091784532049,0.536520355960621
cowanii,0.5,0.908600539406653,0.857142857142857,0.908817333734577,0.765960190877434
cowanii,0.75,0.85525921486365,0.928571428571429,0.854950346072826,0.783521774644254
cowanii,0.95,0.755468984117471,0.928571428571429,0.75473969304845,0.683311121619879
cowanii,0.05,0.982613908872902,0.461538461538462,0.98465242250978,0.446190884048242
cowanii,0.25,0.964928057553957,0.615384615384615,0.96629551609991,0.581680131484525
cowanii,0.5,0.907374100719424,0.846153846153846,0.907613602166717,0.753767448320563
cowanii,0.75,0.86031175059952,1,0.859765272344267,0.859765272344267
cowanii,0.95,0.77667865707434,1,0.775804995486007,0.775804995486007
cowanii,0.05,0.983218459694336,0.428571428571429,0.985555221185676,0.414126649757104
cowanii,0.25,0.968834282289482,0.5,0.970809509479386,0.470809509479386
cowanii,0.5,0.911896913395265,0.785714285714286,0.912428528438158,0.698142814152444
cowanii,0.75,0.869343721905903,0.857142857142857,0.86939512488715,0.726537982030007
cowanii,0.95,0.785436020377585,0.928571428571429,0.784832982244959,0.713404410816388
cubatanensis,0.05,0.962033067973056,0.219512195121951,0.971472868217054,0.190985063339005
cubatanensis,0.25,0.83159828536436,0.609756097560976,0.834418604651163,0.444174702212138
cubatanensis,0.5,0.635333741579914,0.780487804878049,0.633488372093023,0.413976176971072
cubatanensis,0.75,0.487446417636252,0.902439024390244,0.482170542635659,0.384609567025903
cubatanensis,0.95,0.374464176362523,0.975609756097561,0.366821705426357,0.342431461523918
cubatanensis,0.05,0.932659932659933,0.238095238095238,0.941705426356589,0.179800664451827
cubatanensis,0.25,0.767676767676768,0.642857142857143,0.769302325581395,0.412159468438538
cubatanensis,0.5,0.611876339149066,0.880952380952381,0.608372093023256,0.489324473975637
cubatanensis,0.75,0.46250382614019,0.976190476190476,0.455813953488372,0.432004429678848
cubatanensis,0.95,0.32568105295378,1,0.316899224806202,0.316899224806201
cubatanensis,0.05,0.946111451316595,0.463414634146341,0.952248062015504,0.415662696161845
cubatanensis,0.25,0.761788120024495,0.804878048780488,0.761240310077519,0.566118358858007
cubatanensis,0.5,0.596754439681568,0.926829268292683,0.592558139534884,0.519387407827567
cubatanensis,0.75,0.469381506429884,0.951219512195122,0.463255813953488,0.41447532614861
cubatanensis,0.95,0.3420085731782,0.951219512195122,0.334263565891473,0.285483078086595
cyathanthera,0.05,0.981126423007789,0.1,0.983774038461538,0.0837740384615384
cyathanthera,0.25,0.934691431995207,0.5,0.935997596153846,0.435997596153846
cyathanthera,0.5,0.88885560215698,0.7,0.889423076923077,0.589423076923077
cyathanthera,0.75,0.832834032354703,0.7,0.833233173076923,0.533233173076923
cyathanthera,0.95,0.753445176752546,0.9,0.753004807692308,0.653004807692308
cyathanthera,0.05,0.984421809466747,0,0.987379807692308,-0.0126201923076923
cyathanthera,0.25,0.948172558418214,0.3,0.950120192307692,0.250120192307692
cyathanthera,0.5,0.905632115038945,0.8,0.905949519230769,0.705949519230769
cyathanthera,0.75,0.855602156980228,0.9,0.85546875,0.75546875
cyathanthera,0.95,0.775014979029359,0.9,0.774639423076923,0.674639423076923
